time,v_cmd,w_cmd
4.6000000000000005,0.0,0.0
4.65,0.0,0.0
4.7,0.0,0.0
4.75,0.0,0.0
4.800000000000001,0.0,0.0
4.8500000000000005,0.0,0.0
4.9,0.0,0.0
4.95,0.0,0.0
5.0,0.0,0.0
5.050000000000001,0.0,0.0
5.1000000000000005,0.0,0.0
5.15,0.0,0.0
5.2,0.0,0.0
5.25,0.0,0.0
5.300000000000001,0.0,0.0
5.3500000000000005,0.0,0.0
5.4,0.0,0.0
5.45,0.0,0.0
5.5,0.0,0.0
5.550000000000001,0.0,0.0
5.6000000000000005,0.0,0.0
5.65,0.0,0.0
5.7,0.0,0.0
5.75,0.0,0.0
5.800000000000001,0.0,0.0
5.8500000000000005,0.0,0.0
5.9,0.0,0.0
5.95,0.0,0.0
6.0,0.05,0.6
6.050000000000001,0.05,0.6
6.1000000000000005,0.05,0.6
6.15,0.05,0.6
6.2,0.05,0.6
6.25,0.05,0.6
6.300000000000001,0.05,0.6
6.3500000000000005,0.05,0.6
6.4,0.05,0.6
6.45,0.05,0.6
6.5,0.05,0.6
6.550000000000001,0.05,0.6
6.6000000000000005,0.05,0.6
6.65,0.05,0.6
6.7,0.05,0.6
6.75,0.05,0.6
6.800000000000001,0.05,0.6
6.8500000000000005,0.05,0.6
6.9,0.05,0.6
6.95,0.05,0.6
7.0,0.05,0.6
7.050000000000001,0.05,0.6
7.1000000000000005,0.05,0.6
7.15,0.05,0.6
7.2,0.05,0.6
7.25,0.05,0.6
7.300000000000001,0.05,0.6
7.3500000000000005,0.05,0.6
7.4,0.05,0.6
7.45,0.05,0.6
7.5,0.05,0.6
7.550000000000001,0.05,0.6
7.6000000000000005,0.05,0.6
7.65,0.05,0.6
7.7,0.05,0.6
7.75,0.05,0.6
7.800000000000001,0.05,0.6
7.8500000000000005,0.05,0.6
7.9,0.05,0.6
7.95,0.05,0.6
8.0,0.05,0.6
8.05,0.05,0.6
8.1,0.05,0.6
8.15,0.05,0.6
8.200000000000001,0.05,0.6
8.25,0.05,0.6
8.3,0.05,0.6
8.35,0.05,0.6
8.4,0.05,0.6
8.450000000000001,0.05,0.6
8.5,0.05,0.6
8.55,0.05,0.6
8.6,0.05,0.6
8.65,0.05,0.6
8.700000000000001,0.05,0.6
8.75,0.05,0.6
8.8,0.05,0.6
8.85,0.05,0.6
8.9,0.05,0.6
8.950000000000001,0.05,0.6
9.0,0.05,0.6
9.05,0.05,0.6
9.1,0.05,0.6
9.15,0.05,0.6
9.200000000000001,0.05,0.6
9.25,0.05,0.6
9.3,0.05,0.6
9.35,0.05,0.6
9.4,0.05,0.6
9.450000000000001,0.05,0.6
9.5,0.05,0.6
9.55,0.05,0.6
9.600000000000001,0.05,0.6
9.65,0.05,0.6
9.700000000000001,0.05,0.6
9.75,0.05,0.6
9.8,0.05,0.6
9.850000000000001,0.05,0.6
9.9,0.05,0.6
9.950000000000001,0.05,0.6
10.0,0.05,0.6
10.05,0.05,0.6
10.100000000000001,0.05,0.6
10.15,0.05,0.6
10.200000000000001,0.05,0.6
10.25,0.05,0.6
10.3,0.05,0.6
10.350000000000001,0.05,0.6
10.4,0.05,0.6
10.450000000000001,0.05,0.6
10.5,0.05,0.6
10.55,0.05,0.6
10.600000000000001,0.05,0.6
10.65,0.05,0.6
10.700000000000001,0.05,0.6
10.75,0.05,0.6
10.8,0.05,0.6
10.850000000000001,0.05,0.6
10.9,0.05,0.6
10.950000000000001,0.05,0.6
11.0,0.05,0.6
11.05,0.05,0.6
11.100000000000001,0.05,0.6
11.15,0.05,0.6
11.200000000000001,0.05,0.6
11.25,0.05,0.6
11.3,0.05,0.6
11.350000000000001,0.05,0.6
11.4,0.05,0.6
11.450000000000001,0.05,0.6
11.5,0.05,0.6
11.55,0.05,0.6
11.600000000000001,0.05,0.6
11.65,0.05,0.6
11.700000000000001,0.05,0.6
11.75,0.05,0.6
11.8,0.05,0.6
11.850000000000001,0.05,0.6
11.9,0.05,0.6
11.950000000000001,0.05,0.6
12.0,0.22,-0.6
12.05,0.22,-0.6
12.100000000000001,0.22,-0.6
12.15,0.22,-0.6
12.200000000000001,0.22,-0.6
12.25,0.22,-0.6
12.3,0.22,-0.6
12.350000000000001,0.22,-0.6
12.4,0.22,-0.6
12.450000000000001,0.22,-0.6
12.5,0.22,-0.6
12.55,0.22,-0.6
12.600000000000001,0.22,-0.6
12.65,0.22,-0.6
12.700000000000001,0.22,-0.6
12.75,0.22,-0.6
12.8,0.22,-0.6
12.850000000000001,0.22,-0.6
12.9,0.22,-0.6
12.950000000000001,0.22,-0.6
13.0,0.22,-0.6
13.05,0.22,-0.6
13.100000000000001,0.22,-0.6
13.15,0.22,-0.6
13.200000000000001,0.22,-0.6
13.25,0.22,-0.6
13.3,0.22,-0.6
13.350000000000001,0.22,-0.6
13.4,0.22,-0.6
13.450000000000001,0.22,-0.6
13.5,0.22,-0.6
13.55,0.22,-0.6
13.600000000000001,0.22,-0.6
13.65,0.22,-0.6
13.700000000000001,0.22,-0.6
13.75,0.22,-0.6
13.8,0.22,-0.6
13.850000000000001,0.22,-0.6
13.9,0.22,-0.6
13.950000000000001,0.22,-0.6
14.0,0.22,-0.6
14.05,0.22,-0.6
14.100000000000001,0.22,-0.6
14.15,0.22,-0.6
14.200000000000001,0.22,-0.6
14.25,0.22,-0.6
14.3,0.22,-0.6
14.350000000000001,0.22,-0.6
14.4,0.22,-0.6
14.450000000000001,0.22,-0.6
14.5,0.22,-0.6
14.55,0.22,-0.6
14.600000000000001,0.22,-0.6
14.65,0.22,-0.6
14.700000000000001,0.22,-0.6
14.75,0.22,-0.6
14.8,0.22,-0.6
14.850000000000001,0.22,-0.6
14.9,0.22,-0.6
14.950000000000001,0.22,-0.6
15.0,0.22,-0.6
15.05,0.22,-0.6
15.100000000000001,0.22,-0.6
15.15,0.22,-0.6
15.200000000000001,0.22,-0.6
15.25,0.22,-0.6
15.3,0.22,-0.6
15.350000000000001,0.22,-0.6
15.4,0.22,-0.6
15.450000000000001,0.22,-0.6
15.5,0.22,-0.6
15.55,0.22,-0.6
15.600000000000001,0.22,-0.6
15.65,0.22,-0.6
15.700000000000001,0.22,-0.6
15.75,0.22,-0.6
15.8,0.22,-0.6
15.850000000000001,0.22,-0.6
15.9,0.22,-0.6
15.950000000000001,0.22,-0.6
16.0,0.22,-0.6
16.05,0.22,-0.6
16.1,0.22,-0.6
16.150000000000002,0.22,-0.6
16.2,0.22,-0.6
16.25,0.22,-0.6
16.3,0.22,-0.6
16.35,0.22,-0.6
16.400000000000002,0.22,-0.6
16.45,0.22,-0.6
16.5,0.22,-0.6
16.55,0.22,-0.6
16.6,0.22,-0.6
16.650000000000002,0.22,-0.6
16.7,0.22,-0.6
16.75,0.22,-0.6
16.8,0.22,-0.6
16.85,0.22,-0.6
16.900000000000002,0.22,-0.6
16.95,0.22,-0.6
17.0,0.22,-0.6
17.05,0.22,-0.6
17.1,0.22,-0.6
17.150000000000002,0.22,-0.6
17.2,0.22,-0.6
17.25,0.22,-0.6
17.3,0.22,-0.6
17.35,0.22,-0.6
17.400000000000002,0.22,-0.6
17.45,0.22,-0.6
17.5,0.22,-0.6
17.55,0.22,-0.6
17.6,0.22,-0.6
17.650000000000002,0.22,-0.6
17.7,0.22,-0.6
17.75,0.22,-0.6
17.8,0.22,-0.6
17.85,0.22,-0.6
17.900000000000002,0.22,-0.6
17.95,0.22,-0.6
18.0,-0.18,0.0
18.05,-0.18,0.0
18.1,-0.18,0.0
18.150000000000002,-0.18,0.0
18.2,-0.18,0.0
18.25,-0.18,0.0
18.3,-0.18,0.0
18.35,-0.18,0.0
18.400000000000002,-0.18,0.0
18.45,-0.18,0.0
18.5,-0.18,0.0
18.55,-0.18,0.0
18.6,-0.18,0.0
18.650000000000002,-0.18,0.0
18.7,-0.18,0.0
18.75,-0.18,0.0
18.8,-0.18,0.0
18.85,-0.18,0.0
18.900000000000002,-0.18,0.0
18.95,-0.18,0.0
19.0,-0.18,0.0
19.05,-0.18,0.0
19.1,-0.18,0.0
19.150000000000002,-0.18,0.0
19.200000000000003,-0.18,0.0
19.25,-0.18,0.0
19.3,-0.18,0.0
19.35,-0.18,0.0
19.400000000000002,-0.18,0.0
19.450000000000003,-0.18,0.0
19.5,-0.18,0.0
19.55,-0.18,0.0
19.6,-0.18,0.0
19.650000000000002,-0.18,0.0
19.700000000000003,-0.18,0.0
19.75,-0.18,0.0
19.8,-0.18,0.0
19.85,-0.18,0.0
19.900000000000002,-0.18,0.0
19.950000000000003,-0.18,0.0
20.0,-0.18,0.0
20.05,-0.18,0.0
20.1,-0.18,0.0
20.150000000000002,-0.18,0.0
20.200000000000003,-0.18,0.0
20.25,-0.18,0.0
20.3,-0.18,0.0
20.35,-0.18,0.0
20.400000000000002,-0.18,0.0
20.450000000000003,-0.18,0.0
20.5,-0.18,0.0
20.55,-0.18,0.0
20.6,-0.18,0.0
20.650000000000002,-0.18,0.0
20.700000000000003,-0.18,0.0
20.75,-0.18,0.0
20.8,-0.18,0.0
20.85,-0.18,0.0
20.900000000000002,-0.18,0.0
20.950000000000003,-0.18,0.0
21.0,-0.18,0.0
21.05,-0.18,0.0
21.1,-0.18,0.0
21.150000000000002,-0.18,0.0
21.200000000000003,-0.18,0.0
21.25,-0.18,0.0
21.3,-0.18,0.0
21.35,-0.18,0.0
21.400000000000002,-0.18,0.0
21.450000000000003,-0.18,0.0
21.5,-0.18,0.0
21.55,-0.18,0.0
21.6,-0.18,0.0
21.650000000000002,-0.18,0.0
21.700000000000003,-0.18,0.0
21.75,-0.18,0.0
21.8,-0.18,0.0
21.85,-0.18,0.0
21.900000000000002,-0.18,0.0
21.950000000000003,-0.18,0.0
22.0,-0.18,0.0
22.05,-0.18,0.0
22.1,-0.18,0.0
22.150000000000002,-0.18,0.0
22.200000000000003,-0.18,0.0
22.25,-0.18,0.0
22.3,-0.18,0.0
22.35,-0.18,0.0
22.400000000000002,-0.18,0.0
22.450000000000003,-0.18,0.0
22.5,-0.18,0.0
22.55,-0.18,0.0
22.6,-0.18,0.0
22.650000000000002,-0.18,0.0
22.700000000000003,-0.18,0.0
22.75,-0.18,0.0
22.8,-0.18,0.0
22.85,-0.18,0.0
22.900000000000002,-0.18,0.0
22.950000000000003,-0.18,0.0
23.0,-0.18,0.0
23.05,-0.18,0.0
23.1,-0.18,0.0
23.150000000000002,-0.18,0.0
23.200000000000003,-0.18,0.0
23.25,-0.18,0.0
23.3,-0.18,0.0
23.35,-0.18,0.0
23.400000000000002,-0.18,0.0
23.450000000000003,-0.18,0.0
23.5,-0.18,0.0
23.55,-0.18,0.0
23.6,-0.18,0.0
23.650000000000002,-0.18,0.0
23.700000000000003,-0.18,0.0
23.75,-0.18,0.0
23.8,-0.18,0.0
23.85,-0.18,0.0
23.900000000000002,-0.18,0.0
23.950000000000003,-0.18,0.0
24.0,0.15,0.9
24.05,0.15,0.9
24.1,0.15,0.9
24.150000000000002,0.15,0.9
24.200000000000003,0.15,0.9
24.25,0.15,0.9
24.3,0.15,0.9
24.35,0.15,0.9
24.400000000000002,0.15,0.9
24.450000000000003,0.15,0.9
24.5,0.15,0.9
24.55,0.15,0.9
24.6,0.15,0.9
24.650000000000002,0.15,0.9
24.700000000000003,0.15,0.9
24.75,0.15,0.9
24.8,0.15,0.9
24.85,0.15,0.9
24.900000000000002,0.15,0.9
24.950000000000003,0.15,0.9
25.0,0.15,0.9
25.05,0.15,0.9
25.1,0.15,0.9
25.150000000000002,0.15,0.9
25.200000000000003,0.15,0.9
25.25,0.15,0.9
25.3,0.15,0.9
25.35,0.15,0.9
25.400000000000002,0.15,0.9
25.450000000000003,0.15,0.9
25.5,0.15,0.9
25.55,0.15,0.9
25.6,0.15,0.9
25.650000000000002,0.15,0.9
25.700000000000003,0.15,0.9
25.75,0.15,0.9
25.8,0.15,0.9
25.85,0.15,0.9
25.900000000000002,0.15,0.9
25.950000000000003,0.15,0.9
26.0,0.15,0.9
26.05,0.15,0.9
26.1,0.15,0.9
26.150000000000002,0.15,0.9
26.200000000000003,0.15,0.9
26.25,0.15,0.9
26.3,0.15,0.9
26.35,0.15,0.9
26.400000000000002,0.15,0.9
26.450000000000003,0.15,0.9
26.5,0.15,0.9
26.55,0.15,0.9
26.6,0.15,0.9
26.650000000000002,0.15,0.9
26.700000000000003,0.15,0.9
26.75,0.15,0.9
26.8,0.15,0.9
26.85,0.15,0.9
26.900000000000002,0.15,0.9
26.950000000000003,0.15,0.9
27.0,0.15,0.9
27.05,0.15,0.9
27.1,0.15,0.9
27.150000000000002,0.15,0.9
27.200000000000003,0.15,0.9
27.25,0.15,0.9
27.3,0.15,0.9
27.35,0.15,0.9
27.400000000000002,0.15,0.9
27.450000000000003,0.15,0.9
27.5,0.15,0.9
27.55,0.15,0.9
27.6,0.15,0.9
27.650000000000002,0.15,0.9
27.700000000000003,0.15,0.9
27.75,0.15,0.9
27.8,0.15,0.9
27.85,0.15,0.9
27.900000000000002,0.15,0.9
27.950000000000003,0.15,0.9
28.0,0.15,0.9
28.05,0.15,0.9
28.1,0.15,0.9
28.150000000000002,0.15,0.9
28.200000000000003,0.15,0.9
28.25,0.15,0.9
28.3,0.15,0.9
28.35,0.15,0.9
28.400000000000002,0.15,0.9
28.450000000000003,0.15,0.9
28.5,0.15,0.9
28.55,0.15,0.9
28.6,0.15,0.9
28.650000000000002,0.15,0.9
28.700000000000003,0.15,0.9
28.75,0.15,0.9
28.8,0.15,0.9
28.85,0.15,0.9
28.900000000000002,0.15,0.9
28.950000000000003,0.15,0.9
29.0,0.15,0.9
29.05,0.15,0.9
29.1,0.15,0.9
29.150000000000002,0.15,0.9
29.200000000000003,0.15,0.9
29.25,0.15,0.9
29.3,0.15,0.9
29.35,0.15,0.9
29.400000000000002,0.15,0.9
29.450000000000003,0.15,0.9
29.5,0.15,0.9
29.55,0.15,0.9
29.6,0.15,0.9
29.650000000000002,0.15,0.9
29.700000000000003,0.15,0.9
29.75,0.15,0.9
29.8,0.15,0.9
29.85,0.15,0.9
29.900000000000002,0.15,0.9
29.950000000000003,0.15,0.9
30.0,0.0,-0.9
30.05,0.0,-0.9
30.1,0.0,-0.9
30.150000000000002,0.0,-0.9
30.200000000000003,0.0,-0.9
30.25,0.0,-0.9
30.3,0.0,-0.9
30.35,0.0,-0.9
30.400000000000002,0.0,-0.9
30.450000000000003,0.0,-0.9
30.5,0.0,-0.9
30.55,0.0,-0.9
30.6,0.0,-0.9
30.650000000000002,0.0,-0.9
30.700000000000003,0.0,-0.9
30.75,0.0,-0.9
30.8,0.0,-0.9
30.85,0.0,-0.9
30.900000000000002,0.0,-0.9
30.950000000000003,0.0,-0.9
31.0,0.0,-0.9
31.05,0.0,-0.9
31.1,0.0,-0.9
31.150000000000002,0.0,-0.9
31.200000000000003,0.0,-0.9
31.25,0.0,-0.9
31.3,0.0,-0.9
31.35,0.0,-0.9
31.400000000000002,0.0,-0.9
31.450000000000003,0.0,-0.9
31.5,0.0,-0.9
31.55,0.0,-0.9
31.6,0.0,-0.9
31.650000000000002,0.0,-0.9
31.700000000000003,0.0,-0.9
31.75,0.0,-0.9
31.8,0.0,-0.9
31.85,0.0,-0.9
31.900000000000002,0.0,-0.9
31.950000000000003,0.0,-0.9
32.0,0.0,-0.9
32.050000000000004,0.0,-0.9
32.1,0.0,-0.9
32.15,0.0,-0.9
32.2,0.0,-0.9
32.25,0.0,-0.9
32.300000000000004,0.0,-0.9
32.35,0.0,-0.9
32.4,0.0,-0.9
32.45,0.0,-0.9
32.5,0.0,-0.9
32.550000000000004,0.0,-0.9
32.6,0.0,-0.9
32.65,0.0,-0.9
32.7,0.0,-0.9
32.75,0.0,-0.9
32.800000000000004,0.0,-0.9
32.85,0.0,-0.9
32.9,0.0,-0.9
32.95,0.0,-0.9
33.0,0.0,-0.9
33.050000000000004,0.0,-0.9
33.1,0.0,-0.9
33.15,0.0,-0.9
33.2,0.0,-0.9
33.25,0.0,-0.9
33.300000000000004,0.0,-0.9
33.35,0.0,-0.9
33.4,0.0,-0.9
33.45,0.0,-0.9
33.5,0.0,-0.9
33.550000000000004,0.0,-0.9
33.6,0.0,-0.9
33.65,0.0,-0.9
33.7,0.0,-0.9
33.75,0.0,-0.9
33.800000000000004,0.0,-0.9
33.85,0.0,-0.9
33.9,0.0,-0.9
33.95,0.0,-0.9
34.0,0.0,-0.9
34.050000000000004,0.0,-0.9
34.1,0.0,-0.9
34.15,0.0,-0.9
34.2,0.0,-0.9
34.25,0.0,-0.9
34.300000000000004,0.0,-0.9
34.35,0.0,-0.9
34.4,0.0,-0.9
34.45,0.0,-0.9
34.5,0.0,-0.9
34.550000000000004,0.0,-0.9
34.6,0.0,-0.9
34.65,0.0,-0.9
34.7,0.0,-0.9
34.75,0.0,-0.9
34.800000000000004,0.0,-0.9
34.85,0.0,-0.9
34.9,0.0,-0.9
34.95,0.0,-0.9
35.0,0.0,-0.9
35.050000000000004,0.0,-0.9
35.1,0.0,-0.9
35.15,0.0,-0.9
35.2,0.0,-0.9
35.25,0.0,-0.9
35.300000000000004,0.0,-0.9
35.35,0.0,-0.9
35.4,0.0,-0.9
35.45,0.0,-0.9
35.5,0.0,-0.9
35.550000000000004,0.0,-0.9
35.6,0.0,-0.9
35.65,0.0,-0.9
35.7,0.0,-0.9
35.75,0.0,-0.9
35.800000000000004,0.0,-0.9
35.85,0.0,-0.9
35.9,0.0,-0.9
35.95,0.0,-0.9
36.0,0.22,0.0
36.050000000000004,0.22,0.0
36.1,0.22,0.0
36.15,0.22,0.0
36.2,0.22,0.0
36.25,0.22,0.0
36.300000000000004,0.22,0.0
36.35,0.22,0.0
36.4,0.22,0.0
36.45,0.22,0.0
36.5,0.22,0.0
36.550000000000004,0.22,0.0
36.6,0.22,0.0
36.65,0.22,0.0
36.7,0.22,0.0
36.75,0.22,0.0
36.800000000000004,0.22,0.0
36.85,0.22,0.0
36.9,0.22,0.0
36.95,0.22,0.0
37.0,0.22,0.0
37.050000000000004,0.22,0.0
37.1,0.22,0.0
37.15,0.22,0.0
37.2,0.22,0.0
37.25,0.22,0.0
37.300000000000004,0.22,0.0
37.35,0.22,0.0
37.4,0.22,0.0
37.45,0.22,0.0
37.5,0.22,0.0
37.550000000000004,0.22,0.0
37.6,0.22,0.0
37.65,0.22,0.0
37.7,0.22,0.0
37.75,0.22,0.0
37.800000000000004,0.22,0.0
37.85,0.22,0.0
37.9,0.22,0.0
37.95,0.22,0.0
38.0,0.22,0.0
38.050000000000004,0.22,0.0
38.1,0.22,0.0
38.15,0.22,0.0
38.2,0.22,0.0
38.25,0.22,0.0
38.300000000000004,0.22,0.0
38.35,0.22,0.0
38.400000000000006,0.22,0.0
38.45,0.22,0.0
38.5,0.22,0.0
38.550000000000004,0.22,0.0
38.6,0.22,0.0
38.650000000000006,0.22,0.0
38.7,0.22,0.0
38.75,0.22,0.0
38.800000000000004,0.22,0.0
38.85,0.22,0.0
38.900000000000006,0.22,0.0
38.95,0.22,0.0
39.0,0.22,0.0
39.050000000000004,0.22,0.0
39.1,0.22,0.0
39.150000000000006,0.22,0.0
39.2,0.22,0.0
39.25,0.22,0.0
39.300000000000004,0.22,0.0
39.35,0.22,0.0
39.400000000000006,0.22,0.0
39.45,0.22,0.0
39.5,0.22,0.0
39.550000000000004,0.22,0.0
39.6,0.22,0.0
39.650000000000006,0.22,0.0
39.7,0.22,0.0
39.75,0.22,0.0
39.800000000000004,0.22,0.0
39.85,0.22,0.0
39.900000000000006,0.22,0.0
39.95,0.22,0.0
40.0,0.22,0.0
40.050000000000004,0.22,0.0
40.1,0.22,0.0
40.150000000000006,0.22,0.0
40.2,0.22,0.0
40.25,0.22,0.0
40.300000000000004,0.22,0.0
40.35,0.22,0.0
40.400000000000006,0.22,0.0
40.45,0.22,0.0
40.5,0.22,0.0
40.550000000000004,0.22,0.0
40.6,0.22,0.0
40.650000000000006,0.22,0.0
40.7,0.22,0.0
40.75,0.22,0.0
40.800000000000004,0.22,0.0
40.85,0.22,0.0
40.900000000000006,0.22,0.0
40.95,0.22,0.0
41.0,0.22,0.0
41.050000000000004,0.22,0.0
41.1,0.22,0.0
41.150000000000006,0.22,0.0
41.2,0.22,0.0
41.25,0.22,0.0
41.300000000000004,0.22,0.0
41.35,0.22,0.0
41.400000000000006,0.22,0.0
41.45,0.22,0.0
41.5,0.22,0.0
41.550000000000004,0.22,0.0
41.6,0.22,0.0
41.650000000000006,0.22,0.0
41.7,0.22,0.0
41.75,0.22,0.0
41.800000000000004,0.22,0.0
41.85,0.22,0.0
41.900000000000006,0.22,0.0
41.95,0.22,0.0
42.0,-0.22,0.5
42.050000000000004,-0.22,0.5
42.1,-0.22,0.5
42.150000000000006,-0.22,0.5
42.2,-0.22,0.5
42.25,-0.22,0.5
42.300000000000004,-0.22,0.5
42.35,-0.22,0.5
42.400000000000006,-0.22,0.5
42.45,-0.22,0.5
42.5,-0.22,0.5
42.550000000000004,-0.22,0.5
42.6,-0.22,0.5
42.650000000000006,-0.22,0.5
42.7,-0.22,0.5
42.75,-0.22,0.5
42.800000000000004,-0.22,0.5
42.85,-0.22,0.5
42.900000000000006,-0.22,0.5
42.95,-0.22,0.5
43.0,-0.22,0.5
43.050000000000004,-0.22,0.5
43.1,-0.22,0.5
43.150000000000006,-0.22,0.5
43.2,-0.22,0.5
43.25,-0.22,0.5
43.300000000000004,-0.22,0.5
43.35,-0.22,0.5
43.400000000000006,-0.22,0.5
43.45,-0.22,0.5
43.5,-0.22,0.5
43.550000000000004,-0.22,0.5
43.6,-0.22,0.5
43.650000000000006,-0.22,0.5
43.7,-0.22,0.5
43.75,-0.22,0.5
43.800000000000004,-0.22,0.5
43.85,-0.22,0.5
43.900000000000006,-0.22,0.5
43.95,-0.22,0.5
44.0,-0.22,0.5
44.050000000000004,-0.22,0.5
44.1,-0.22,0.5
44.150000000000006,-0.22,0.5
44.2,-0.22,0.5
44.25,-0.22,0.5
44.300000000000004,-0.22,0.5
44.35,-0.22,0.5
44.400000000000006,-0.22,0.5
44.45,-0.22,0.5
44.5,-0.22,0.5
44.550000000000004,-0.22,0.5
44.6,-0.22,0.5
44.650000000000006,-0.22,0.5
44.7,-0.22,0.5
44.75,-0.22,0.5
44.800000000000004,-0.22,0.5
44.85,-0.22,0.5
44.900000000000006,-0.22,0.5
44.95,-0.22,0.5
45.0,-0.22,0.5
45.050000000000004,-0.22,0.5
45.1,-0.22,0.5
45.150000000000006,-0.22,0.5
45.2,-0.22,0.5
45.25,-0.22,0.5
45.300000000000004,-0.22,0.5
45.35,-0.22,0.5
45.400000000000006,-0.22,0.5
45.45,-0.22,0.5
45.5,-0.22,0.5
45.550000000000004,-0.22,0.5
45.6,-0.22,0.5
45.650000000000006,-0.22,0.5
45.7,-0.22,0.5
45.75,-0.22,0.5
45.800000000000004,-0.22,0.5
45.85,-0.22,0.5
45.900000000000006,-0.22,0.5
45.95,-0.22,0.5
46.0,-0.22,0.5
46.050000000000004,-0.22,0.5
46.1,-0.22,0.5
46.150000000000006,-0.22,0.5
46.2,-0.22,0.5
46.25,-0.22,0.5
46.300000000000004,-0.22,0.5
46.35,-0.22,0.5
46.400000000000006,-0.22,0.5
46.45,-0.22,0.5
46.5,-0.22,0.5
46.550000000000004,-0.22,0.5
46.6,-0.22,0.5
46.650000000000006,-0.22,0.5
46.7,-0.22,0.5
46.75,-0.22,0.5
46.800000000000004,-0.22,0.5
46.85,-0.22,0.5
46.900000000000006,-0.22,0.5
46.95,-0.22,0.5
47.0,-0.22,0.5
47.050000000000004,-0.22,0.5
47.1,-0.22,0.5
47.150000000000006,-0.22,0.5
47.2,-0.22,0.5
47.25,-0.22,0.5
47.300000000000004,-0.22,0.5
47.35,-0.22,0.5
47.400000000000006,-0.22,0.5
47.45,-0.22,0.5
47.5,-0.22,0.5
47.550000000000004,-0.22,0.5
47.6,-0.22,0.5
47.650000000000006,-0.22,0.5
47.7,-0.22,0.5
47.75,-0.22,0.5
47.800000000000004,-0.22,0.5
47.85,-0.22,0.5
47.900000000000006,-0.22,0.5
47.95,-0.22,0.5
48.0,0.06,-0.5
48.050000000000004,0.06,-0.5
48.1,0.06,-0.5
48.150000000000006,0.06,-0.5
48.2,0.06,-0.5
48.25,0.06,-0.5
48.300000000000004,0.06,-0.5
48.35,0.06,-0.5
48.400000000000006,0.06,-0.5
48.45,0.06,-0.5
48.5,0.06,-0.5
48.550000000000004,0.06,-0.5
48.6,0.06,-0.5
48.650000000000006,0.06,-0.5
48.7,0.06,-0.5
48.75,0.06,-0.5
48.800000000000004,0.06,-0.5
48.85,0.06,-0.5
48.900000000000006,0.06,-0.5
48.95,0.06,-0.5
49.0,0.06,-0.5
49.050000000000004,0.06,-0.5
49.1,0.06,-0.5
49.150000000000006,0.06,-0.5
49.2,0.06,-0.5
49.25,0.06,-0.5
49.300000000000004,0.06,-0.5
49.35,0.06,-0.5
49.400000000000006,0.06,-0.5
49.45,0.06,-0.5
49.5,0.06,-0.5
49.550000000000004,0.06,-0.5
49.6,0.06,-0.5
49.650000000000006,0.06,-0.5
49.7,0.06,-0.5
49.75,0.06,-0.5
49.800000000000004,0.06,-0.5
49.85,0.06,-0.5
49.900000000000006,0.06,-0.5
